"epoch","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"epoch","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
1351647032.585,21.914,10.043,55.587,8.416,0.016,4.024,0,2577612.8,2192333.633,57394746,0,0,26059.2,12348.567,87027712,45785088,256385024,2800037888
1351647062.582,20.343,10.22,64.372,1.285,0.016,3.765,0,2712780.8,2260679.467,4210953810.333,0,0,27168.867,12599.867,86614016,45817856,256385024,2800418816
1351647092.582,20.347,10.137,60.911,4.789,0.016,3.8,0,3590690.133,2228955.767,58322647.433,0,0,27748.6,12449.467,86827008,45850624,256385024,2800173056
1351647122.585,19.361,9.592,47.885,19.555,0.008,3.599,0,2943249.067,2126241.5,4207435735.933,0,0,26770.667,11991.233,86786048,45891584,256385024,2800173056
1351647152.585,20.475,10.339,55.266,10.064,0,3.856,0,4872055.467,2183466.5,57166806.8,0,0,28501.9,12304.7,86523904,45932544,256479232,2800300032
1351647182.582,20.735,9.832,62.513,3.269,0,3.651,0,2113399.467,2262525.8,59199794.533,0,0,26188.633,12657.633,86855680,45981696,256479232,2799919104
1351647212.583,20.304,9.833,65.335,0.694,0.008,3.827,0,1970176,2211192.1,4209661077.4,0,0,26226.933,12347.333,86831104,46006272,256479232,2799919104
1351647242.583,20.318,9.733,57.922,8.007,0,4.02,0,4463684.267,2164795.233,56643082.733,0,0,28424.333,12136.133,86921216,46047232,256475136,2799792128
1351647272.585,20.788,9.599,56.406,9.155,0.008,4.045,0,4743168,2157373.733,4208289049.833,0,0,28481.533,12188.8,86687744,46088192,256573440,2799886336
1351647302.583,20.303,10.022,63.267,2.641,0,3.767,0,3799176.533,2235254.267,58487033.033,0,0,27451.933,12502.3,86536192,46112768,256573440,2800013312
1351647332.562,19.89,9.478,56.188,10.639,0,3.806,0,2098926.933,2176867.3,56958696.333,0,0,26929.533,12256.867,86622208,46153728,256573440,2799886336
1351647362.585,18.405,9.247,48.079,20.427,0.008,3.835,0,2977109.333,2076003.067,4206122086.6,0,0,26535.767,11768.2,86581248,46194688,256573440,2799886336
1351647392.585,19.984,9.762,53.312,13.021,0.008,3.913,0,2889864.533,2145268.267,56173345.8,0,0,26599.933,12158.633,86798336,46235648,256663552,2799538176
1351647422.583,20.242,10.008,63.76,2.013,0.008,3.969,0,3380292.267,2237127.867,4210337359.567,0,0,27734.933,12483.333,86638592,46268416,256663552,2799665152
1351647452.582,18.879,9.798,48.501,19.099,0.016,3.706,0,3377698.133,2110175.9,55214417.3,0,0,27394.933,11925.267,86724608,46309376,256663552,2799538176
1351647482.582,18.508,9.593,47.79,20.577,0,3.532,0,3078690.133,2069061.2,54138094.167,0,0,26607.333,11731.8,87191552,46350336,256663552,2799030272
1351647512.582,19.877,9.866,53.267,13.052,0,3.938,0,5709277.867,2112142.133,4207112591.733,0,0,27611.5,11915.633,86958080,46399488,256753664,2799124480
1351647542.582,20.36,9.744,64.388,1.524,0.008,3.976,0,278254.933,2240010.3,58610976.033,0,0,26174.3,12522.367,87179264,46432256,256753664,2798870528
1351647572.582,20.165,9.977,60.447,5.559,0.024,3.827,0,3917687.467,2207695.333,4209567473.967,0,0,28155,12379.967,86884352,46473216,256753664,2799124480
1351647602.582,19.979,9.844,46.873,19.301,0.016,3.986,0,2993356.8,2106829.267,55126491.1,0,0,26868,11872.2,92250112,46514176,256753664,2793717760
1351647632.583,21.812,9.989,57.209,6.772,0.016,4.202,0,4383129.6,2171132.433,56854830.933,0,0,27499.6,12296.9,87154688,46612480,256860160,2798608384
1351647662.582,20.652,9.967,62.68,2.709,0,3.992,0,3769412.267,2224493.2,4210006613.4,0,0,27298.967,12432.3,86994944,46645248,256860160,2798735360
1351647692.585,19.798,9.863,53.824,12.587,0.008,3.921,0,2176477.867,2151431.533,56293306.933,0,0,27403.167,12080.033,87449600,46694400,256856064,2798235648
1351647722.585,18.627,9.638,47.97,19.883,0.008,3.875,0,3158289.067,2094771.533,54811072.6,0,0,26954.667,11854.667,87535616,46735360,256856064,2798108672
1351647752.583,19.74,10.207,53.009,13.041,0,4.003,0,3337420.8,2156133.067,4208268938.633,0,0,27132.067,12235.367,86773760,46776320,256942080,2798743552
1351647782.583,20.623,9.919,64.83,0.662,0,3.966,0,2965367.467,2251080.067,58900622.267,0,0,27613.6,12651.4,87207936,46809088,256950272,2798268416
